epoch,step,train_loss,val_f1,val_loss
0,29,0.10744205117225647,0.009083514101803303,0.039307720959186554
1,59,0.0325486995279789,0.03963368758559227,0.023460691794753075
2,89,0.017706817016005516,0.0977107509970665,0.01624331995844841
3,119,0.013939974829554558,0.15034280717372894,0.012745817191898823
4,149,0.012387475930154324,0.12836848199367523,0.01383108738809824
5,179,0.011614485643804073,0.1466623991727829,0.011728672310709953
6,209,0.011114394292235374,0.16959789395332336,0.010545030236244202
7,239,0.010788563638925552,0.18452736735343933,0.013080274686217308
8,269,0.010658632032573223,0.20482316613197327,0.010426115244626999
9,299,0.00967441312968731,0.16172592341899872,0.00975693017244339
10,329,0.00912327878177166,0.15309306979179382,0.00925107765942812
11,359,0.009318382479250431,0.19199058413505554,0.008817717432975769
12,389,0.008990398608148098,0.16347695887088776,0.00879610050469637
13,419,0.0084586963057518,0.2335595190525055,0.008942627348005772
14,449,0.008443417958915234,0.22601120173931122,0.008447940461337566
