epoch,step,train_loss,val_f1,val_loss
0,12,,0.0069444444961845875,0.13730737566947937
0,12,1.0984309911727905,,
1,25,,0.013250263407826424,0.12607945501804352
1,25,0.12852101027965546,,
2,38,,0.0,0.11823935061693192
2,38,0.118378646671772,,
3,51,,0.016597796231508255,0.10195206105709076
3,51,0.10668831318616867,,
4,64,,0.03997104614973068,0.08491434901952744
4,64,0.093501016497612,,
5,77,,0.05941830947995186,0.05643925443291664
5,77,0.06820637732744217,,
6,90,,0.09318925440311432,0.04520665854215622
6,90,0.049859669059515,,
7,103,,0.0693783238530159,0.036422643810510635
7,103,0.0419626422226429,,
8,116,,0.09613092243671417,0.03454538807272911
8,116,0.037987470626831055,,
9,129,,0.09579838067293167,0.03555971011519432
9,129,0.038103848695755005,,
10,142,,0.05274536833167076,0.03529484570026398
10,142,0.036920029670000076,,
11,155,,0.039417773485183716,0.03399418666958809
11,155,0.03482980281114578,,
12,168,,0.10554202646017075,0.02997184544801712
12,168,0.033457472920417786,,
13,181,,0.19673465192317963,0.03133048862218857
13,181,0.03222784772515297,,
14,194,,0.15193907916545868,0.028216497972607613
14,194,0.03327930346131325,,
