epoch,step,train_loss,val_f1,val_loss
0,58,,0.04527720436453819,0.024348009377717972
0,58,0.08637403696775436,,
1,117,,0.08938916772603989,0.013513675890862942
1,117,0.0179988332092762,,
2,176,,0.14724788069725037,0.011479190550744534
2,176,0.013734517619013786,,
3,235,,0.15582899749279022,0.009867491200566292
3,235,0.011410391889512539,,
4,294,,0.23531882464885712,0.008322147652506828
4,294,0.009808429516851902,,
5,353,,0.30034565925598145,0.007269881200045347
5,353,0.008234968408942223,,
6,412,,0.32472583651542664,0.0060652452521026134
6,412,0.006725876592099667,,
7,471,,0.3660142123699188,0.005634030792862177
7,471,0.006383374333381653,,
8,530,,0.3190794885158539,0.005819401703774929
8,530,0.005519301630556583,,
9,589,,0.38063839077949524,0.0053123971447348595
9,589,0.0051473998464643955,,
10,648,,0.383355051279068,0.00501521909609437
10,648,0.004722876008599997,,
11,707,,0.4577029049396515,0.005519339349120855
11,707,0.004378276877105236,,
12,766,,0.5094438195228577,0.004943739622831345
12,766,0.004311870783567429,,
13,825,,0.5892635583877563,0.004008734133094549
13,825,0.003597080009058118,,
14,884,,0.587831974029541,0.004514796659350395
14,884,0.0031889178790152073,,
