consensus,mean,std,std_mean,std_std
1,0.22219824424156773,0.1351681400530386,0.1301580188351642,0.05107224669702739
3,0.24248536956998012,0.18864472403736626,0.12350818148774588,0.05915057854496217
5,0.23196699678038174,0.20546026043913626,0.10630424948282627,0.041182682887942655
7,0.22638364501584035,0.21629486317380925,0.09552137975017941,0.053387917583137955
9,0.22337978434963868,0.22219564139176848,0.08598178093779366,0.07064757837642276
11,0.22089287787675851,0.224535996319025,0.06948638623407033,0.057606393836876144
13,0.21355816995581753,0.2285513544486173,0.06703628046547147,0.05881654105644296
15,0.217829724200643,0.23560956820654572,0.05975189200113141,0.057177391794645836
19,0.20104846447133098,0.23384832943072323,0.04407029511315359,0.04914269297511635
21,0.21425203617948751,0.23228743068589297,0.04896744960375727,0.06384990713636668
25,0.19817351463895577,0.23602043082231036,0.05062321982161187,0.06036312915337688
