epoch,step,train_loss,val_f1,val_loss
0,12,,0.011627906933426857,0.07893242686986923
0,12,0.4914301037788391,,
1,25,,0.022442085668444633,0.0736343041062355
1,25,0.07406952232122421,,
2,38,,0.03259614109992981,0.06479669362306595
2,38,0.06743977963924408,,
3,51,,0.02813798002898693,0.04916076362133026
3,51,0.05724327266216278,,
4,64,,0.05509950593113899,0.034053195267915726
4,64,0.04334629699587822,,
5,77,,0.08865421265363693,0.02623463235795498
5,77,0.030140800401568413,,
6,90,,0.10682869702577591,0.02420840784907341
6,90,0.02494301274418831,,
7,103,,0.046875,0.02872946672141552
7,103,0.025140834972262383,,
8,116,,0.13075456023216248,0.02153622917830944
8,116,0.024666273966431618,,
9,129,,0.13695237040519714,0.020046381279826164
9,129,0.022183584049344063,,
10,142,,0.14099498093128204,0.01840939186513424
10,142,0.02124212309718132,,
11,155,,0.09215258806943893,0.01885431446135044
11,155,0.01994052529335022,,
12,168,,0.13183559477329254,0.01732957921922207
12,168,0.019043516367673874,,
13,181,,0.20227548480033875,0.016431206837296486
13,181,0.017768293619155884,,
14,194,,0.19424444437026978,0.014530721120536327
14,194,0.017828965559601784,,
