seq_id,cons_k1_mean,cons_k1_std,cons_k3_mean,cons_k3_std,cons_k5_mean,cons_k5_std,cons_k7_mean,cons_k7_std,cons_k9_mean,cons_k9_std,cons_k11_mean,cons_k11_std,cons_k13_mean,cons_k13_std,cons_k15_mean,cons_k15_std,cons_k19_mean,cons_k19_std,cons_k21_mean,cons_k21_std,cons_k25_mean,cons_k25_std
5s_Acidithiobacillus-ferrooxidans-2,0.9512569665908813,0.04057133883851276,0.9766141623258591,0.03706646731806723,0.9933228522539139,0.018319733619108845,0.9976923078298569,0.010058996962453963,0.9953846156597137,0.013846153020858766,0.9963125556707382,0.013059534214045902,0.9984848499298096,0.006604386040258641,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5s_Archaeoglobus-fulgidus-1,0.8491557359695434,0.038615722958015596,0.8971571207046509,0.030640327239000495,0.9198321431875229,0.02411109914765723,0.9184147387742996,0.02063014910536637,0.9226341068744659,0.019508283452603026,0.9329725325107574,0.01205145713893151,0.9306789666414261,0.014258950245993222,0.9327043324708939,0.010914880748925472,0.933468583226204,0.010081190864112454,0.9296858668327331,0.010608429559144079,0.9355242490768433,0.007283287389080966
5s_Atractiella-solani-1,0.9260825961828232,0.044441221213475324,0.9632828623056412,0.030075108113217956,0.967136362195015,0.019834551798281856,0.9758119851350784,0.01864068493924591,0.9626438438892364,0.020150183948599028,0.9744464099407196,0.014127064908412515,0.9771077990531921,0.016130910821009203,0.9752843469381333,0.014697858264671246,0.9771681368350983,0.00916972566177063,0.9766724348068238,0.01376641201262019,0.9834855318069458,0.005631661415100098
5s_Coleochaete-scutata-1,0.7926527798175812,0.09607685127796729,0.8222468942403793,0.07789807616057287,0.8660907834768296,0.04379567018901236,0.87103730738163,0.042511383264997586,0.887041088938713,0.035102796814930635,0.8784313827753067,0.0289371920196394,0.8773413121700286,0.03313686432049916,0.8945846378803253,0.018380074686802365,0.8754885375499726,0.028701804590234806,0.8797527313232422,0.020846955601150633,0.8827239245176315,0.019823608457654678
5s_Emplectonema-gracile-2,0.9665981471538544,0.019308585903841644,0.9929160684347152,0.011511278041079705,0.999295774102211,0.0030696495218864605,1.0,0.0,0.999295774102211,0.0030696495218864605,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5s_Entosiphon-sulcatum-1,0.9422615468502045,0.04709740220359566,0.9805788367986679,0.024778842218693187,0.9907435894012451,0.012246693974846783,0.9915090531110764,0.01694872116041594,0.996478870511055,0.006098775174881788,0.9971629768610001,0.0072529294756239725,0.997867202758789,0.006796041487155933,0.999295774102211,0.0030696495218864605,1.0,0.0,0.999295774102211,0.0030696495218864605,1.0,0.0
5s_Gelidium-amansii-1,0.75743428170681,0.10490282245246134,0.8513519078493118,0.056110929604174825,0.8615993589162827,0.06971128663157457,0.858921879529953,0.056106000019962896,0.8774883717298507,0.06269076129805565,0.8874624758958817,0.034607202680572394,0.8838756948709487,0.04602961783216561,0.8967778414487839,0.04979458931571671,0.9147486448287964,0.026483511549590347,0.9121773362159729,0.022571309139759504,0.9206180006265641,0.016709560227927953
5s_Gloiopeltis-complanata-1,0.6491644203662872,0.06667777500937429,0.7221793323755265,0.06814824429083995,0.7416223883628845,0.051589040358797335,0.7468663156032562,0.04859588929394961,0.7477031975984574,0.03501722096983199,0.7480962246656417,0.04588027258656461,0.7502932697534561,0.03618541032246665,0.7618305593729019,0.036005165773551964,0.7651014626026154,0.038299474783015396,0.740486565232277,0.028072797370013662,0.7594559133052826,0.035829628548329356
5s_Gluconacetobacter-xylinus-1,0.809967303276062,0.06317885323999033,0.890916508436203,0.0542335410995562,0.9284689873456955,0.032404726193134,0.9302402287721634,0.031134170451838493,0.9362248390913009,0.0171365143806528,0.936564153432846,0.031763024676214766,0.9331038057804107,0.031190981367765654,0.9480515837669372,0.012767221206138404,0.9435288935899735,0.01518187374884768,0.9505513101816178,0.014683267891997876,0.9476870834827423,0.007518664731120583
5s_Hyphomonas-polymorpha-1,0.7954466462135314,0.10128706664290345,0.8591256231069565,0.07835395505612198,0.8659557789564133,0.0612145085576343,0.8789703607559204,0.05408920300297963,0.8856446892023087,0.04321297110168964,0.90235555768013,0.043895593305259,0.9053512006998062,0.03974286001657762,0.915219783782959,0.03583092519796698,0.9199362218379974,0.023799152252569334,0.920446690917015,0.031197535789148457,0.9271346032619476,0.02448826248276449
