epoch,epoch_time,train_loss,val_loss,val_f1
1,163.09923803999845,0.03485441777345912,0.009501924995204499,0.36073287647671903
2,163.03091979399323,0.005630312544256999,0.004363163736991413,0.6227133567336525
3,162.50758886699623,0.003232619780794777,0.002883871157530524,0.7634118747160812
4,162.87760675899335,0.002361641351544766,0.0024081777935799466,0.8198913178191928
5,163.23457164400315,0.0018263960344197339,0.002507561298579663,0.7261179649287876
6,163.3223651730077,0.0015127763514558377,0.0019558572057158225,0.9059316226301376
7,163.35364902199944,0.0013143060085325836,0.0018746406565843172,0.9093145198244607
8,163.70802531599475,0.0010046199422683497,0.0017491559002577894,0.8969757163356132
9,163.48291865600913,0.0009911351650587702,0.0018633142707972445,0.8929913750951212
10,163.64099735600757,0.0008533778556980915,0.0019777811574950366,0.8964473808550123
11,163.2345407059911,0.0008180963780616339,0.001760990572317193,0.9177896969588419
12,162.6990400240029,0.0006473677653823157,0.0017839809796865226,0.9324426539674853
13,163.47343810000166,0.0007018211383089285,0.0016553804856519639,0.9328570401208977
14,163.308105100994,0.000495697473082083,0.0016740673721263495,0.936815485938421
15,163.82672009500675,0.00046764208062829976,0.0016452136934412397,0.9419634336943261
16,163.05829516499944,0.0004439553082425989,0.0017675871182793092,0.936486107261638
17,163.73653780500172,0.00045071977490463864,0.0018869674004445083,0.9340300069562374
18,163.8225036149961,0.0005052539069716488,0.0018239018838316064,0.941219989261303
19,163.04400148699642,0.0004135307057840423,0.0019255562955727693,0.9199019134626477
20,163.77422736199514,0.00040356326877795726,0.0017511552478549413,0.9264501119347242
21,163.53847001699614,0.0003672541801785565,0.0015209965502477622,0.9436591139770196
22,163.03674149799917,0.0003217061380948436,0.0016470042368926172,0.943194778096379
23,162.72849509200023,0.0003776702371448346,0.0016868102840775486,0.9454444362630656
24,163.9784685640043,0.00033032365207713056,0.0021926258712734,0.9233762626395823
25,163.54832011800318,0.00030466172286249725,0.0018161838301678252,0.9420871350721427
