epoch,step,train_loss,val_f1,val_loss
0,58,,0.03792693838477135,0.024091973900794983
0,58,0.04546847194433212,,
1,117,,0.10942438244819641,0.015438204631209373
1,117,0.01644286885857582,,
2,176,,0.15899688005447388,0.010301816277205944
2,176,0.011904384009540081,,
3,235,,0.14617064595222473,0.008528326638042927
3,235,0.010443764738738537,,
4,294,,0.18814601004123688,0.008215734735131264
4,294,0.009341414086520672,,
5,353,,0.24127966165542603,0.007334162015467882
5,353,0.007856503129005432,,
6,412,,0.25553789734840393,0.005836796015501022
6,412,0.006608941592276096,,
7,471,,0.34046679735183716,0.006093219853937626
7,471,0.0054285344667732716,,
8,530,,0.327477365732193,0.005348462611436844
8,530,0.005141142290085554,,
9,589,,0.39818689227104187,0.005172555800527334
9,589,0.004679171834141016,,
10,648,,0.39726522564888,0.005579780321568251
10,648,0.004403691738843918,,
11,707,,0.4433508515357971,0.004486042074859142
11,707,0.004041429143399,,
12,766,,0.5210244655609131,0.004380929283797741
12,766,0.003520882222801447,,
13,825,,0.5239471197128296,0.00452553341165185
13,825,0.0031837779097259045,,
14,884,,0.599214494228363,0.003780091879889369
14,884,0.0031551674474030733,,
