consensus,mean,std,std_mean,std_std
1,0.11887784198625011,0.02584032258594581,0.10150430711221711,0.01726429444814939
3,0.12597647921647873,0.06269976454213448,0.11597903642714039,0.042741254296089506
5,0.09930468003731216,0.04170350199529275,0.11073598071253321,0.03385438947553751
7,0.07527643123175945,0.056176572624494665,0.0913756248317193,0.05240260431893104
9,0.0576749850530177,0.0403049282811968,0.07412510594896343,0.03638646828634536
11,0.04340158007107671,0.04047297032637549,0.06443819877944165,0.04275051058415014
13,0.03826380118262019,0.03679570743400574,0.06078316378484615,0.042353916266711186
15,0.03428379946853963,0.0381176284306931,0.04913654253704175,0.035282085626116656
19,0.027536101313307852,0.0333626652883561,0.03963948347587799,0.0334118278872553
21,0.034295946918427925,0.04887688429720955,0.037123743203251916,0.03818928229922191
25,0.026164254336617867,0.03839205324685486,0.033564776857434205,0.03053714005951646
