epoch,step,train_loss,val_f1,val_loss
0,12,0.09616019576787949,0.0071428571827709675,0.03878752142190933
1,25,0.03694209083914757,0.018980847671628,0.03651442751288414
2,38,0.03354466333985329,0.016385424882173538,0.03312208503484726
3,51,0.029335271567106247,0.0,0.028950698673725128
4,64,0.026344159618020058,0.04318864271044731,0.022402165457606316
5,77,0.02059200219810009,0.09977367520332336,0.019435957074165344
6,90,0.017000436782836914,0.10964427888393402,0.015607238747179508
7,103,0.014795671217143536,0.06925925612449646,0.014265133067965508
8,116,0.014054217375814915,0.06078091636300087,0.013191870413720608
9,129,0.013419890776276588,0.19228899478912354,0.012904365547001362
10,142,0.013224142603576183,0.10989011079072952,0.012445259839296341
11,155,0.012404541485011578,0.12520776689052582,0.011138111352920532
12,168,0.011525441892445087,0.20052564144134521,0.010278030298650265
13,181,0.011428403668105602,0.17693236470222473,0.010303223505616188
14,194,0.010913721285760403,0.09662139415740967,0.010061025619506836
