epoch,step,train_loss,val_f1,val_loss
0,126,0.039600539952516556,0.12336139380931854,0.012571318075060844
1,253,0.01117358822375536,0.1824977546930313,0.010518286377191544
2,380,0.00761450408026576,0.3359396457672119,0.006373284384608269
3,507,0.0054431213065981865,0.4595412611961365,0.004991541150957346
4,634,0.004284121096134186,0.4697660803794861,0.004395890515297651
5,761,0.0037403868045657873,0.5569683313369751,0.003540111007168889
6,888,0.003085123607888818,0.5421322584152222,0.0038753903936594725
7,1015,0.0026081653777509928,0.5521965622901917,0.003912030253559351
8,1142,0.002467271639034152,0.7087584137916565,0.0026991688646376133
9,1269,0.0021361440885812044,0.7428778409957886,0.00280604581348598
10,1396,0.0018351502949371934,0.7629460692405701,0.0026985618751496077
11,1523,0.0017339126206934452,0.7111403346061707,0.0024707182310521603
12,1650,0.0014944329159334302,0.7914791703224182,0.002442573895677924
13,1777,0.0013121311785653234,0.7980872988700867,0.002194019267335534
14,1904,0.0012586427619680762,0.8009520173072815,0.0024000818375498056
