seq_id,cons_k1_mean,cons_k1_std,cons_k3_mean,cons_k3_std,cons_k5_mean,cons_k5_std,cons_k7_mean,cons_k7_std,cons_k9_mean,cons_k9_std,cons_k11_mean,cons_k11_std,cons_k13_mean,cons_k13_std,cons_k15_mean,cons_k15_std,cons_k19_mean,cons_k19_std,cons_k21_mean,cons_k21_std,cons_k25_mean,cons_k25_std
5s_Acidithiobacillus-ferrooxidans-2,0.9503660917282104,0.030602142231695585,0.9852915406227112,0.011451060522424132,0.9920073568820953,0.007230206032643067,0.991964727640152,0.009802551464248948,0.9905370831489563,0.009564333396516246,0.9898550748825073,0.006641412467224136,0.99345663189888,0.0072345405130623385,0.9905580818653107,0.006929097052664489,0.991304349899292,0.007099968576171925,0.991304349899292,0.007099968576171925,0.9920289874076843,0.007210052173066152
5s_Archaeoglobus-fulgidus-1,0.8107237070798874,0.08505969345086081,0.8807537347078324,0.0333839814233006,0.8819708526134491,0.040479562551469096,0.8855897545814514,0.04019768965009714,0.8793713480234147,0.028612633646647987,0.8886274993419647,0.029010893728237935,0.8887008935213089,0.020146856952662762,0.8970793426036835,0.0245879387102465,0.8944087505340577,0.02052505118358512,0.8868024498224258,0.011594157109295823,0.8873310476541519,0.013171601428997
5s_Atractiella-solani-1,0.9277700424194336,0.03782116913098488,0.9613076746463776,0.02921536424440286,0.9755258440971375,0.017495578351155894,0.9856339156627655,0.014590959831934518,0.9890953749418259,0.011117487104912739,0.9917237401008606,0.013442497584250219,0.9896494060754776,0.012265296174312396,0.9904647201299668,0.015507391057294385,0.9979261785745621,0.006607736514869309,0.9993150681257248,0.0029855488231755353,1.0,0.0
5s_Coleochaete-scutata-1,0.8564485460519791,0.04943870007281175,0.9243812173604965,0.035748353351055494,0.9257046699523925,0.035351818425728224,0.9504268705844879,0.03086419225035717,0.9418635249137879,0.02706135766189819,0.9560635834932327,0.024693089263244997,0.9580462157726288,0.02322551343311154,0.9675754815340042,0.018143730641583155,0.9667060077190399,0.020551428531543743,0.9794041126966476,0.015571904331048887,0.9730103075504303,0.015963975296432335
5s_Emplectonema-gracile-2,0.9707499891519547,0.023841994669826554,0.9958327949047089,0.007734165559448165,0.9993150681257248,0.0029855488231755353,0.999295774102211,0.0030696495218864605,0.9993150681257248,0.0029855488231755353,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5s_Entosiphon-sulcatum-1,0.9513262420892715,0.04092417579819424,0.9922521352767945,0.012990485898842248,0.998591548204422,0.0042253553867340095,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5s_Gelidium-amansii-1,0.7950201362371445,0.10348860556211419,0.8799585700035095,0.0422960526528122,0.9060109466314316,0.03928975816815078,0.9218325436115264,0.04050732616134239,0.9290754526853562,0.028961041394915742,0.9329654246568679,0.012195075260142295,0.9384322822093963,0.01698300536859457,0.9377389043569565,0.013809649927670415,0.9480708867311478,0.006923089034723061,0.9481573581695557,0.009420267157107073,0.9447592347860336,0.007984837023646925
5s_Gloiopeltis-complanata-1,0.6661227270960808,0.09360783373928215,0.7386700481176376,0.04333694828016096,0.7637841582298279,0.029624724133218226,0.7762901455163955,0.016156249608439293,0.7747386068105697,0.02256601640906859,0.7804328918457031,0.011127536686294952,0.7823701202869415,0.0138164939818712,0.7805194675922393,0.011817471271690376,0.7840692579746247,0.010985160590987234,0.7773218959569931,0.017405867078818166,0.7823376506567001,0.011877265512452698
5s_Gluconacetobacter-xylinus-1,0.8402066886425018,0.04221818040723538,0.873605701327324,0.047064404504244955,0.8905425816774368,0.03392510214965073,0.8954705893993378,0.017045835876243476,0.891579669713974,0.015973672553263797,0.8883049994707107,0.02222036885061207,0.8955281287431717,0.01718377233107602,0.8967485815286637,0.010365681762322608,0.8930048674345017,0.011633321349804743,0.889770257472992,0.009276008935681947,0.8969253927469254,0.00729782374181096
5s_Hyphomonas-polymorpha-1,0.8121153861284256,0.0863756707862468,0.887161934375763,0.048853944412362876,0.9061157077550888,0.05765535787058291,0.9145470440387726,0.04707535408271354,0.9255380719900131,0.04865344718616024,0.9331499129533768,0.03362525017047578,0.9230239957571029,0.04051223471671893,0.9267830044031143,0.02760955310709055,0.9487381637096405,0.026167674374013968,0.9444275081157685,0.0212179138903837,0.9485342025756835,0.020144503694819026
5s_Meloidogyne-arenaria-2,0.7005050629377365,0.10036250186274139,0.7984461665153504,0.08295624752444218,0.8108398497104645,0.07624770893316539,0.8123656511306763,0.08247610853231155,0.8477879077196121,0.04277928304794345,0.8582290947437287,0.03737312377350487,0.8568319112062455,0.02921463028623576,0.8595974922180176,0.048203952908588275,0.8707826763391495,0.014805392689351396,0.8741071432828903,0.003891872200942579,0.8692499995231628,0.02506367100384386
5s_Nitella-flexilis-1,0.827262881398201,0.049286683574783524,0.8718422085046769,0.038728824914027564,0.8962983727455139,0.022571514803049145,0.9092364013195038,0.03358790194071309,0.8895447164773941,0.019900476875546785,0.9009383857250214,0.01713223823146106,0.9068980872631073,0.024675362121392395,0.8993272960186005,0.016959723326111557,0.8988278269767761,0.0143889608749582,0.9082460314035415,0.012634160677951943,0.906747242808342,0.0143793661280379
5s_Pirellula-sp.-1,0.8137184411287308,0.04843305290680741,0.8241327404975891,0.020238156401819807,0.8236080974340438,0.021096251146519546,0.8257918655872345,0.006787329912185669,0.8246606439352036,0.004930880863948021,0.8235294222831726,0.0,0.8235294222831726,0.0,0.8235294222831726,0.0,0.8246606439352036,0.004930880863948021,0.8246606439352036,0.004930880863948021,0.8235294222831726,0.0
5s_Prosthecochloris-aestuarii-1,0.8223137348890305,0.0639635455676791,0.8842022657394409,0.025269180588324634,0.8879672825336457,0.015709481944552437,0.8905437558889389,0.021695061879729124,0.8931750655174255,0.016323737590776224,0.890785476565361,0.016532628009702326,0.8930937200784683,0.017741151896700683,0.8890681654214859,0.015834002359604856,0.8928117603063583,0.014321349605438944,0.8978660762310028,0.013316501591204424,0.9009816199541092,0.012483098154646943
5s_Rhodobacter-sphaeroides-3,0.8283217340707779,0.12099845917074478,0.917676043510437,0.036581212624438635,0.946131843328476,0.02187064760308142,0.9616482704877853,0.01734516870334633,0.9581073164939881,0.017559014415495563,0.9583206981420517,0.01602434890622966,0.9565488874912262,0.01976744815395035,0.9674185901880265,0.011384148555628462,0.9648823976516724,0.01473901496171593,0.9664154648780823,0.010975320885203836,0.9673162251710892,0.011597615256601558
5s_Tulasnella-violea-1,0.966111621260643,0.024797943950004134,0.9949266344308854,0.008333083657536808,0.997080135345459,0.007465323087144386,0.9985507249832153,0.004347825050354004,0.997826087474823,0.005174946902821472,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5s_Vitreoscilla-stercoraria-1,0.8856190800666809,0.07144000831781155,0.9369193315505981,0.040355710377376126,0.9249316126108169,0.04236180872453087,0.9541371047496796,0.023336972662659407,0.9526600956916809,0.02968238375766407,0.9647502541542053,0.015831475559473018,0.956443902850151,0.0254180947622901,0.9615520030260086,0.017108076966243176,0.9599362492561341,0.018120031275181362,0.961550822854042,0.017181728481312053,0.9664310842752457,0.011808861618904931
srp_Anab.vari._CP000117,0.5069514527916908,0.14396365867449482,0.5185611361637712,0.1611338569129893,0.47014508545398714,0.07291519590929407,0.4913902923464775,0.05533314753474994,0.49297075271606444,0.0516158984051349,0.49413473457098006,0.053155753257298544,0.49620436429977416,0.04739167903955628,0.48645768612623214,0.034073941013884126,0.4956237241625786,0.031768673171158175,0.47788378596305847,0.029908619787831513,0.4859470337629318,0.024540308548397814
srp_Baci.subt._X06803,0.9006227135658265,0.04041430410656872,0.9094017148017883,0.016748646815604867,0.9199430257081985,0.015653969737555295,0.9196581244468689,0.010256409645080566,0.9213675260543823,0.007451108861077009,0.9213675260543823,0.007451108861077009,0.9196581244468689,0.010256409645080566,0.9230769276618958,0.0,0.9230769276618958,0.0,0.9213675260543823,0.007451108861077009,0.9230769276618958,0.0
srp_Camp.jeju._CP000768,0.8012787997722626,0.040668811417997365,0.8120868086814881,0.025161565637515666,0.817130708694458,0.018107086228502593,0.8126783221960068,0.01611763799908956,0.8134695559740066,0.013995127764282174,0.8131241202354431,0.012033223617652232,0.8150174856185913,0.01052505451972808,0.8122290253639222,0.011126107875315785,0.8078977316617966,0.008813039245400214,0.8100611925125122,0.009693608229762255,0.8118369698524475,0.00953014434917138
srp_Lact.sali._CP000233,0.9966666668653488,0.014529662279100169,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
srp_Meth.vann._CP000742,0.8441655933856964,0.13948028452301758,0.8924113899469376,0.07549179523578266,0.905735296010971,0.03085514861804988,0.8932843148708344,0.028003072158865706,0.8899754911661149,0.025985699890243318,0.8866666674613952,0.02333333492279053,0.8962009817361831,0.02896800832161154,0.8899754911661149,0.025985699890243318,0.8866666674613952,0.02333333492279053,0.8808333337306976,0.017500001192092895,0.8808333337306976,0.017500001192092895
srp_Myco.capr._CP000123,0.6879640638828277,0.08242485515762733,0.7698773920536042,0.06716757287912817,0.8099821835756302,0.05688263994226952,0.8264200985431671,0.04853988615848169,0.817176777124405,0.03665827895808058,0.8308370471000671,0.03276506934452947,0.83096943795681,0.04911478960350907,0.8268962293863297,0.03870145670415076,0.8237897038459778,0.03326315386542463,0.8542094200849533,0.03677506511920344,0.8425606399774551,0.024523915474485364
srp_Myco.geni._U39706,0.6253014102578163,0.13994057142981672,0.7092093393206597,0.10998507199720622,0.6859743475914002,0.0844888794539688,0.6630576491355896,0.07646059739034676,0.6484356820583344,0.06689816175083434,0.6857383757829666,0.08311343738609867,0.6606109976768494,0.07064981840068221,0.7013955026865005,0.04919268329908303,0.7197070300579071,0.06135710435190496,0.6906387418508529,0.055710705691603,0.6994695425033569,0.05736404167243003
srp_Myco.spec._CP000580,0.2751233607530594,0.1497449511978887,0.33035313300788405,0.11997853512739191,0.3118854619562626,0.09851773871429864,0.2840167596936226,0.10901218137881497,0.303823746740818,0.08650443222611742,0.3071029469370842,0.1076233495020242,0.2929066732525826,0.11223094177948036,0.33033798858523367,0.10434465885090492,0.28222998827695844,0.0991112111362518,0.2880705587565899,0.08536970097162634,0.30021597966551783,0.06102483854813191
