epoch,epoch_time,train_loss,val_loss,val_f1
1,163.69806204798806,0.02736096273307124,0.007394048545894952,0.48201859249965806
2,163.38815165200504,0.005138301025339737,0.004333191841637352,0.6776752094808527
3,163.14465371301048,0.0032491070203904036,0.002923916595795288,0.8231389396393738
4,163.3828051570017,0.0024854326869442537,0.0024504520707554988,0.8653796656133257
5,163.70996897599252,0.001787105743769554,0.0020152434051684477,0.8869105098129425
6,163.87018791399896,0.0014813566608765918,0.0018089551205315959,0.9066142768425489
7,162.88220390600327,0.0011400683559823564,0.001723037320276155,0.8939647420842682
8,163.60413185000652,0.001001394246090094,0.0016274179821036457,0.9215922595311016
9,163.6035042789881,0.0008961956161750145,0.0019104589906189292,0.9152369460028886
10,163.37274136599444,0.0008206283187624434,0.001653615294469938,0.9228841833778836
11,163.98309975600569,0.0005749591039383286,0.001622122978842108,0.938748180258288
12,163.9014461790066,0.0007745420027429179,0.0022034279439443103,0.9152352344387255
13,163.8929802620114,0.0007396127854129194,0.0017357251570543646,0.9368971798672403
14,163.87404349799908,0.0004985770940610846,0.001737954439150421,0.9341992832718031
15,163.7961988300085,0.00042592281751331927,0.0015646191450809704,0.9442985542927473
16,163.32005114899948,0.00037962221587609486,0.0018011710269312407,0.9508832563460279
17,163.94301278100465,0.0003705661927778139,0.00187617999563372,0.9503496991064094
18,163.71934378700098,0.00043820649401321387,0.0015898015029145835,0.9496778098872853
19,163.39431862000492,0.00037986427189077085,0.0018524226857832334,0.950335956671946
20,164.01514946200768,0.00042331417642662704,0.0015892413247529894,0.9463218998436878
21,163.22289332900255,0.0003046171640986199,0.001778493545807787,0.9587846284476542
22,163.5221693989879,0.00028880397444120564,0.0015370407684389355,0.9587877946026623
23,163.86969965101162,0.0002986905821314524,0.0016823350026567206,0.9562891157911256
24,163.9296778190037,0.000291619082408517,0.0018887272544189132,0.9339777238901712
25,164.28666271800466,0.00035647594818653615,0.001521857425390847,0.9405965277935301
26,163.79885228700005,0.0002751981914832469,0.0019621290406753727,0.946976275355011
27,163.57350969400431,0.00021303730778040429,0.0015814484044960994,0.9528091532948986
28,163.44485061900923,0.00021065503100704195,0.0017653198185833953,0.9511344862673036
29,164.01896340600797,0.0003045271644070673,0.0017890372354664034,0.951347502424752
30,163.76296681900567,0.00031453107225821986,0.0016149554754969588,0.9563408190978017
31,163.8777197849995,0.00024903593337805474,0.001677311878770472,0.9554837184551613
32,163.47062691499013,0.00018613656410047336,0.001931740470793337,0.9565132309368947
33,163.8070449099905,0.00021439096032282507,0.0018295975173871206,0.9510324676108595
34,163.727568435992,0.00015327356014420963,0.0014985421221615394,0.950073164581949
35,163.69339344699983,0.00010900347730390626,0.0015729798940225302,0.9520266985283137
36,164.0178064290085,0.00020035844672014127,0.004247953484688575,0.8712912401521256
37,163.45189232299163,0.00042575278119286474,0.0017536389849027174,0.9554101698507433
38,163.49221252999268,0.00013868543892649003,0.0014843066638035056,0.959057128060589
39,163.64260707699577,0.00010649750469913156,0.0016597193850074468,0.9605713372757929
40,163.64972991100512,0.00010601780842345364,0.0016549204249703057,0.9584734040590569
41,163.7494913279952,0.00011313204406266832,0.0018123603358725208,0.960030473624613
42,163.96044624499336,0.00030585839702618656,0.0016781384956721535,0.9555258667048415
43,163.94554317899747,0.00014219315816166913,0.0017471299837487242,0.9508926340242495
44,163.65267977199983,0.0001470757702645334,0.0015279265816455587,0.9610712365596795
45,163.91669224399084,0.00011150070206924512,0.0017337253620224083,0.9563720564145666
46,163.71595041100227,9.646184265495682e-05,0.0016976683921204794,0.9469712373004379
47,163.99768636800582,0.00010839330856124362,0.0016463508128076317,0.9585141158538791
48,163.89291884900013,0.00012902726490838774,0.001991498431144809,0.9561259676162699
49,163.89547011599643,0.00019749974146825598,0.002170150441334149,0.956589368475115
50,164.07591022799897,0.00014743402914613315,0.0018074032007627894,0.9562226847991484
