consensus,mean,std,std_mean,std_std
1,0.298269932430524,0.1451607336058008,0.14560327802682477,0.054177943991544325
3,0.36423590237704606,0.18950518642215372,0.16134923945773563,0.05582154372345912
5,0.3782879786422618,0.2247925521122044,0.1341098214272768,0.0623403508797136
7,0.3832069508014963,0.2487715854745882,0.1289620604163294,0.07447946979286041
9,0.37811520081013444,0.2622033842037972,0.10754580350325461,0.0539081310946366
11,0.3744933715233436,0.2602070016570424,0.11413764017392285,0.06550471784852546
13,0.3627085177657696,0.25668636177955545,0.10471101570961656,0.062466210142172005
15,0.36767930571849533,0.2576078544768195,0.089247636416035,0.05464785818501749
19,0.36923709766796,0.2846694824932329,0.08361289871155801,0.07093117387915432
21,0.36105640534884653,0.2742032048658637,0.08130050086906716,0.07171109456565589
25,0.3634810577218349,0.2805322449940862,0.07337180885552083,0.049750678070469206
