consensus,mean,std,std_mean,std_std
1,0.4461962467310233,0.18029006260895683,0.1229237126353604,0.046310050835506086
3,0.5847939178705789,0.217058093848274,0.11297374383830566,0.03742521673978779
5,0.600516141148714,0.2376644293550406,0.10492561041477347,0.03706818547304998
7,0.6127069794071408,0.24188143055650135,0.08888679352501513,0.028179329979264856
9,0.6217987314726297,0.24710195267515778,0.07967487524825762,0.027193702478915623
11,0.62552248160713,0.2508125886389942,0.07781479816711998,0.028001612157121956
13,0.6252448610388316,0.2513071731234981,0.06877725386846059,0.027403316397928673
15,0.6338658053284654,0.2579632519870718,0.06277406196266686,0.021270381267507518
19,0.6326788399225245,0.2608559078453141,0.05269504487002007,0.02529591078533944
21,0.6345755079546228,0.26067782499177966,0.051536931689682985,0.020994447510163907
25,0.6334978586062789,0.26470986563808546,0.04314163572962563,0.021643278190261624
