epoch,step,train_loss,val_f1,val_loss
0,58,0.3221919536590576,0.016361843794584274,0.08586674183607101
1,117,0.050735313445329666,0.11089204996824265,0.03349459916353226
2,176,0.03434223309159279,0.10714156925678253,0.029300346970558167
3,235,0.02936987578868866,0.14348432421684265,0.026070456951856613
4,294,0.02699996531009674,0.14691750705242157,0.02382311038672924
5,353,0.023863740265369415,0.18479709327220917,0.02147103101015091
6,412,0.021368632093071938,0.1748703420162201,0.020108245313167572
7,471,0.018476437777280807,0.21251119673252106,0.016678208485245705
8,530,0.014821251854300499,0.3148079216480255,0.013431452214717865
9,589,0.012492591515183449,0.3503436744213104,0.012533338740468025
10,648,0.011243857443332672,0.3735590875148773,0.011697656475007534
11,707,0.0102082509547472,0.4361251890659332,0.011579839512705803
12,766,0.009519519284367561,0.386091947555542,0.011020196601748466
13,825,0.008782926015555859,0.3851636052131653,0.012046067044138908
14,884,0.007907817140221596,0.45483216643333435,0.010574140585958958
