epoch,step,train_loss,val_f1,val_loss
0,29,0.061099570244550705,0.022773589938879013,0.03339933604001999
1,59,0.02842201292514801,0.03290184587240219,0.021292582154273987
2,89,0.016034230589866638,0.11077308654785156,0.017514090985059738
3,119,0.013615420088171959,0.12345007061958313,0.01293502002954483
4,149,0.011840799823403358,0.17419645190238953,0.011609022505581379
5,179,0.011088477447628975,0.13782817125320435,0.011043757200241089
6,209,0.010613106191158295,0.09160597622394562,0.010737030766904354
7,239,0.010134956799447536,0.20482861995697021,0.008738606236875057
8,269,0.00919406022876501,0.22492970526218414,0.008657784201204777
9,299,0.008356382139027119,0.23769110441207886,0.007843881845474243
10,329,0.007344127632677555,0.25784215331077576,0.007673066109418869
11,359,0.00747796380892396,0.23534594476222992,0.011081671342253685
12,389,0.007191541139036417,0.302433043718338,0.007895482704043388
13,419,0.006355416029691696,0.264062762260437,0.007533547002822161
14,449,0.005647878162562847,0.3468913733959198,0.006737472489476204
