consensus,mean,std,std_mean,std_std
1,0.7283559414446352,0.12887892064568154,0.11826568285723417,0.03612067054689391
3,0.8210273845642806,0.13086642831115858,0.07712935421590615,0.03707556664147157
5,0.8432288296073674,0.1292800764011145,0.05563558419470965,0.02945542190634056
7,0.8495964380204677,0.12986823591092878,0.04995734129161123,0.025744476649650086
9,0.8570517986714841,0.1318467326943347,0.04356208708681506,0.028321434489553127
11,0.8596472782194614,0.13166596107250028,0.03770453083739534,0.023087998206168508
13,0.8621608051657678,0.13310996729461563,0.034391505148718846,0.02337874571071245
15,0.8615722771883011,0.1343740557408497,0.03379091610455729,0.02366772452762355
19,0.8676228637993336,0.13196920679045218,0.027622546603733204,0.01834305831856924
21,0.8702501883208753,0.1329685801227061,0.025079153949309315,0.01948737520352475
25,0.8711016775369644,0.1322406484213138,0.02164486966452096,0.018993011128391454
