seq_id,cons_k1_mean,cons_k1_std,cons_k3_mean,cons_k3_std,cons_k5_mean,cons_k5_std,cons_k7_mean,cons_k7_std,cons_k9_mean,cons_k9_std,cons_k11_mean,cons_k11_std,cons_k13_mean,cons_k13_std,cons_k15_mean,cons_k15_std,cons_k19_mean,cons_k19_std,cons_k21_mean,cons_k21_std,cons_k25_mean,cons_k25_std
5s_Acidithiobacillus-ferrooxidans-2,0.8104558765888215,0.11284960862833958,0.9187950164079666,0.07502226613091424,0.9066226303577423,0.06224674756682751,0.9364784896373749,0.060218072067034806,0.9461927324533462,0.031822176315691,0.9448412179946899,0.0483072057360811,0.9731098026037216,0.023779892548498348,0.9676760166883469,0.03764779946248121,0.9675078481435776,0.025627994250103737,0.9716667413711548,0.019622118042213414,0.9668145775794983,0.023629694691528178
5s_Archaeoglobus-fulgidus-1,0.7420845061540604,0.07757473550271693,0.8338698089122772,0.058701116807297865,0.8552325248718262,0.03661674451937791,0.8871100604534149,0.03539143592575132,0.8882238149642945,0.036582477033365035,0.8966164648532867,0.03694655238937349,0.8947317987680435,0.022422414969220275,0.9104162752628326,0.02310373321143483,0.9116558581590652,0.027051204762049755,0.9141638606786728,0.02400743841010377,0.9208337724208832,0.01905600333088094
5s_Atractiella-solani-1,0.75148094445467,0.13245197633247655,0.9141343355178833,0.04549758570533917,0.929182368516922,0.04067589195668959,0.9064800828695297,0.05927020613400629,0.9132033556699752,0.06714880441681284,0.9557432889938354,0.02511743997501543,0.9528143048286438,0.042773791922237986,0.9612095892429352,0.031691220704568215,0.954939192533493,0.02533149415266313,0.9739942491054535,0.019470350117107637,0.9704340040683747,0.019284413318560064
5s_Coleochaete-scutata-1,0.6269015043973922,0.12963377521007108,0.69237752109766,0.138481378531795,0.7172732383012772,0.10145096052812352,0.6989316433668137,0.11376498007015376,0.7433523550629616,0.1130817182018751,0.7408397346735001,0.09297067267716523,0.7346181809902191,0.10765853333136625,0.6867792010307312,0.1118319175934137,0.7571054369211196,0.06924481757966276,0.7120889782905578,0.07111030194699465,0.7717949837446213,0.08290316317914509
5s_Emplectonema-gracile-2,0.8456985920667648,0.0817634332246551,0.9430060386657715,0.05259343608565289,0.9500192552804947,0.05008297470955104,0.9593559592962265,0.03043079911152376,0.97354756295681,0.03415292697434849,0.982390695810318,0.0225048318031859,0.9827512383460999,0.02825028505348741,0.9813617914915085,0.025666717068660916,0.9950502991676331,0.008118509398077064,0.9943656355142594,0.00934479916438385,0.9936217308044434,0.012249717501800511
5s_Entosiphon-sulcatum-1,0.7805216759443283,0.13627692315054563,0.9091127514839172,0.0610646196758262,0.9358531534671783,0.04201004954862312,0.9655501753091812,0.03109126375737959,0.9677852272987366,0.03960392767547178,0.9707565456628799,0.029248025673571376,0.9767789453268051,0.022488266555842237,0.9839200228452682,0.018934460248306778,0.9846041291952133,0.019776422505388712,0.9832775890827179,0.02054948413325776,0.9886657178401947,0.017974545248105968
5s_Gelidium-amansii-1,0.7677621304988861,0.08424558048782069,0.8920222133398056,0.061599878263020755,0.9089045047760009,0.03274389295749093,0.9323337584733963,0.023039621913814454,0.9306146740913391,0.01877786164707724,0.9408753275871277,0.024776439756979407,0.9358846217393875,0.0228513402579568,0.9346810460090638,0.019638655036328594,0.9425174981355667,0.016665880062959524,0.938364252448082,0.01386746900402577,0.9426872372627259,0.016818897388873606
5s_Gloiopeltis-complanata-1,0.5344758771359921,0.12418231043618295,0.6503138571977616,0.08782396351480613,0.6609264090657234,0.08380501069289298,0.6657989382743835,0.0520379962071991,0.6792183011770249,0.05924883974937951,0.684526452422142,0.06599224975896299,0.6596882373094559,0.051299944876116235,0.6620706617832184,0.03176031123428994,0.6605942994356155,0.029745027914809638,0.6839341849088669,0.04080734720969825,0.6685321807861329,0.02228006686193548
5s_Gluconacetobacter-xylinus-1,0.8093477010726928,0.08682078010953738,0.8674443989992142,0.0675422433903572,0.9175122529268265,0.04197216097497609,0.9282302916049957,0.04581166803819868,0.9479265838861466,0.026618953941669923,0.9260614335536956,0.0392844508633844,0.9510717362165451,0.026439442679623244,0.9366271883249283,0.03883147128350762,0.9515993624925614,0.03274686285556816,0.9471655786037445,0.03318968595772316,0.9517265975475311,0.023357546465990215
5s_Hyphomonas-polymorpha-1,0.7470753341913223,0.07116937079809191,0.7980752661824226,0.15531436545528984,0.8772717773914337,0.06309365301689487,0.8793194502592087,0.06772048836885416,0.884398490190506,0.04643899319380617,0.8836631029844284,0.04595308450175458,0.8653631448745728,0.047501391309626925,0.8916266411542892,0.054014209424923396,0.9119318395853042,0.035223584444668284,0.8876450955867767,0.037374562418185056,0.8966968178749084,0.03266593067534477
