epoch,step,train_loss,val_f1,val_loss
0,29,,0.008678094483911991,0.04834100231528282
0,29,0.13410699367523193,,
1,59,,0.020598985254764557,0.031124118715524673
1,59,0.04078235104680061,,
2,89,,0.05148634687066078,0.018824972212314606
2,89,0.022574152797460556,,
3,119,,0.1345258206129074,0.015657149255275726
3,119,0.016212597489356995,,
4,149,,0.14782732725143433,0.015082274563610554
4,149,0.014728199690580368,,
5,179,,0.12504006922245026,0.014478633180260658
5,179,0.014038383029401302,,
6,209,,0.1786022186279297,0.013963231816887856
6,209,0.013645512983202934,,
7,239,,0.1365862488746643,0.012781281024217606
7,239,0.01291786041110754,,
8,269,,0.16366985440254211,0.012868646532297134
8,269,0.012209055945277214,,
9,299,,0.23001068830490112,0.01087743416428566
9,299,0.011402294039726257,,
10,329,,0.1965579241514206,0.010602540336549282
10,329,0.010746949352324009,,
11,359,,0.25648030638694763,0.010353660210967064
11,359,0.010223636403679848,,
12,389,,0.2896406352519989,0.009299048222601414
12,389,0.009628641419112682,,
13,419,,0.25354450941085815,0.009376763366162777
13,419,0.008911815471947193,,
14,449,,0.34164419770240784,0.008707446977496147
14,449,0.008212728425860405,,
