epoch,step,train_loss,val_f1,val_loss
0,12,1.0984309911727905,0.0069444444961845875,0.13730737566947937
1,25,0.12852101027965546,0.013250263407826424,0.12607945501804352
2,38,0.118378646671772,0.0,0.11823935061693192
3,51,0.10668831318616867,0.016597796231508255,0.10195206105709076
4,64,0.093501016497612,0.03997104614973068,0.08491434901952744
5,77,0.06820637732744217,0.05941830947995186,0.05643925443291664
6,90,0.049859669059515,0.09318925440311432,0.04520665854215622
7,103,0.0419626422226429,0.0693783238530159,0.036422643810510635
8,116,0.037987470626831055,0.09613092243671417,0.03454538807272911
9,129,0.038103848695755005,0.09579838067293167,0.03555971011519432
10,142,0.036920029670000076,0.05274536833167076,0.03529484570026398
11,155,0.03482980281114578,0.039417773485183716,0.03399418666958809
12,168,0.033457472920417786,0.10554202646017075,0.02997184544801712
13,181,0.03222784772515297,0.19673465192317963,0.03133048862218857
14,194,0.03327930346131325,0.15193907916545868,0.028216497972607613
