consensus,mean,std,std_mean,std_std
1,0.11800328461686144,0.02792115828579775,0.07460405197057593,0.018831099018603616
3,0.15600999370217322,0.061613242482955695,0.11086525718832495,0.025269359434929226
5,0.1792423467850312,0.08623621469819683,0.1200194439313233,0.05045402925778812
7,0.15165449376218018,0.1140546174691362,0.11409393961814827,0.03907060492618599
9,0.15713508920744057,0.10112838958415556,0.11305525233881836,0.057331002638351614
11,0.13819693818222728,0.11316705107330335,0.09738251717732233,0.048993570380209725
13,0.1367866813903674,0.11716422055005317,0.09034974444199774,0.03522589185568144
15,0.1289746414404362,0.11800236036963727,0.07746092701263807,0.04931347762033887
19,0.11739899311214683,0.12623465539894496,0.06766451033878662,0.045090559549699254
21,0.13022878021001813,0.1352103002386135,0.06623812249686567,0.05296637076359799
25,0.12142706615850327,0.1451790164050351,0.06027363271039965,0.05205565246938939
