epoch,step,train_loss,val_f1,val_loss
0,126,0.08292236179113388,0.11892484128475189,0.019989678636193275
1,253,0.01481616124510765,0.26664015650749207,0.011736794374883175
2,380,0.009920879267156124,0.37119320034980774,0.008779892697930336
3,507,0.007664389442652464,0.45659488439559937,0.007671853061765432
4,634,0.006461234297603369,0.4440911114215851,0.006767626386135817
5,761,0.005754356272518635,0.5747407078742981,0.005712853278964758
6,888,0.004769128281623125,0.5492265820503235,0.005918882321566343
7,1015,0.004062742460519075,0.6001201868057251,0.005036212038248777
8,1142,0.0038739878218621016,0.642722487449646,0.004507872741669416
9,1269,0.0033379022497683764,0.7368842363357544,0.003944968804717064
10,1396,0.002885499270632863,0.7133651375770569,0.004071592353284359
11,1523,0.0025436170399188995,0.7345009446144104,0.0037740052212029696
12,1650,0.002134856767952442,0.7934169173240662,0.003868100233376026
13,1777,0.0018105859635397792,0.7725545763969421,0.0035022960510104895
14,1904,0.0017431171145290136,0.8035282492637634,0.0036161630414426327
