epoch,step,train_loss,val_f1,val_loss
0,12,0.4914301037788391,0.011627906933426857,0.07893242686986923
1,25,0.07406952232122421,0.022442085668444633,0.0736343041062355
2,38,0.06743977963924408,0.03259614109992981,0.06479669362306595
3,51,0.05724327266216278,0.02813798002898693,0.04916076362133026
4,64,0.04334629699587822,0.05509950593113899,0.034053195267915726
5,77,0.030140800401568413,0.08865421265363693,0.02623463235795498
6,90,0.02494301274418831,0.10682869702577591,0.02420840784907341
7,103,0.025140834972262383,0.046875,0.02872946672141552
8,116,0.024666273966431618,0.13075456023216248,0.02153622917830944
9,129,0.022183584049344063,0.13695237040519714,0.020046381279826164
10,142,0.02124212309718132,0.14099498093128204,0.01840939186513424
11,155,0.01994052529335022,0.09215258806943893,0.01885431446135044
12,168,0.019043516367673874,0.13183559477329254,0.01732957921922207
13,181,0.017768293619155884,0.20227548480033875,0.016431206837296486
14,194,0.017828965559601784,0.19424444437026978,0.014530721120536327
