consensus,mean,std,std_mean,std_std
1,0.16066980758914723,0.04210555874354413,0.08908320577719052,0.018144597919243166
3,0.21275167930871247,0.0655492199539689,0.1272364780009419,0.027047365128978904
5,0.22868161622900512,0.09007492587456925,0.1448101692768542,0.029489662638042903
7,0.2258919777581468,0.13343852856793814,0.14003189460781246,0.04002080156362496
9,0.2263759828638285,0.12125236745806751,0.1399097491299808,0.035380544829785615
11,0.19351150253787636,0.13434190590492368,0.11932123286022431,0.03988538125909076
13,0.18953277962282297,0.16341652597393336,0.10209040070948114,0.03623201272127969
15,0.17937105547171084,0.14126724915036085,0.10533490541627163,0.04347283234334802
19,0.183121174480766,0.1498486180092911,0.11039677752359672,0.05161807363341143
21,0.1853975469944998,0.17023606875808936,0.08988224191527507,0.03865976381097324
25,0.18233882563654327,0.17625906036299344,0.08545709198888729,0.03865940326723002
