epoch,step,train_loss,val_f1,val_loss
0,126,,0.12878359854221344,0.0354197695851326
0,126,0.17080272734165192,,
1,253,,0.1800127923488617,0.027236079797148705
1,253,0.029773253947496414,,
2,380,,0.23451778292655945,0.020036403089761734
2,380,0.02371494472026825,,
3,507,,0.37201380729675293,0.014584559947252274
3,507,0.016237245872616768,,
4,634,,0.3335638642311096,0.013700658455491066
4,634,0.012925229966640472,,
5,761,,0.43757468461990356,0.01044278685003519
5,761,0.010593710467219353,,
6,888,,0.45981818437576294,0.009692493826150894
6,888,0.008883706294000149,,
7,1015,,0.5520946979522705,0.008294113911688328
7,1015,0.007755639497190714,,
8,1142,,0.4946078658103943,0.007541714236140251
8,1142,0.007440884131938219,,
9,1269,,0.6376116871833801,0.007213132455945015
9,1269,0.006319582462310791,,
10,1396,,0.6775156855583191,0.006616286467760801
10,1396,0.0058153714053332806,,
11,1523,,0.6771033406257629,0.0063718706369400024
11,1523,0.005216218996793032,,
12,1650,,0.6827479004859924,0.006464507896453142
12,1650,0.0046010916121304035,,
13,1777,,0.7021280527114868,0.005555588286370039
13,1777,0.004049991723150015,,
14,1904,,0.6673797965049744,0.0063552455976605415
14,1904,0.0038680213037878275,,
