epoch,step,train_loss,val_f1,val_loss
0,12,0.24925236403942108,0.02176516130566597,0.05562363192439079
1,25,0.052615005522966385,0.01769176311790943,0.05271239951252937
2,38,0.04797226935625076,0.010868975892663002,0.04590882360935211
3,51,0.041182275861501694,0.018771929666399956,0.04057164490222931
4,64,0.034278374165296555,0.06325911730527878,0.02777153067290783
5,77,0.023791145533323288,0.0679226964712143,0.021387562155723572
6,90,0.01988214999437332,0.07308921217918396,0.018536482006311417
7,103,0.01779778115451336,0.11028138548135757,0.018333936110138893
8,116,0.017176061868667603,0.0366586297750473,0.01523056160658598
9,129,0.01700345240533352,0.03719008341431618,0.014706886373460293
10,142,0.01610657200217247,0.15394830703735352,0.0158236101269722
11,155,0.01552036963403225,0.15412357449531555,0.015340292826294899
12,168,0.01459934189915657,0.09746347367763519,0.01343933492898941
13,181,0.01394481398165226,0.12452921271324158,0.01847350411117077
14,194,0.019759660586714745,0.10581304877996445,0.016377439722418785
