consensus,mean,std,std_mean,std_std
1,0.11611281810328361,0.04095575904985735,0.0667885494080325,0.017289666150354478
3,0.14423597964923823,0.041796935237302366,0.10957268838379725,0.02999033562299565
5,0.15239983701612797,0.07163405562132995,0.11089559208925406,0.024540010642025135
7,0.12952730569522825,0.09026440363883265,0.09480882615330781,0.029559364571721772
9,0.13467623535543677,0.08398741919734962,0.10561386046011054,0.03666530245004907
11,0.10049967120867219,0.0580437425057875,0.09345122002693007,0.03184425878870701
13,0.09872203979175534,0.08653510174454511,0.08762133816631942,0.04595506685768126
15,0.0773596584796905,0.05379142660613201,0.08065623455116955,0.0332210357023238
19,0.09162261118181045,0.07182774380241295,0.0760606188753204,0.031218644730950075
21,0.07134457170031959,0.06300074614549019,0.07190083361522749,0.02711270777784356
25,0.062477535475045406,0.061465193019414784,0.061659820850382255,0.03444547640010111
